================================================================================
UDP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
10.11.11.11:62730          <-> 208.84.2.53:53                   0 0 bytes         1 76 bytes        1 76 bytes    135.379382000         0.0000
10.11.11.11:63109          <-> 208.76.45.53:53                  0 0 bytes         1 82 bytes        1 82 bytes    141.463246000         0.0000
10.11.11.11:61129          <-> 192.229.254.5:53                 0 0 bytes         1 78 bytes        1 78 bytes    143.491435000         0.0000
10.11.11.11:61704          <-> 193.221.113.53:53                0 0 bytes         1 71 bytes        1 71 bytes    145.519447000         0.0000
10.11.11.145:36033         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    147.588480000         0.0000
10.11.11.11:61638          <-> 208.84.0.53:53                   0 0 bytes         1 89 bytes        1 89 bytes    157.686917000         0.0000
10.11.11.11:61359          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes    161.742703000         0.0000
10.11.11.11:61299          <-> 72.21.80.5:53                    0 0 bytes         1 78 bytes        1 78 bytes    168.841647000         0.0000
10.11.11.11:63190          <-> 208.78.71.9:53                   0 0 bytes         1 86 bytes        1 86 bytes    168.903277000         0.0000
10.11.11.11:63190          <-> 208.78.70.9:53                   0 0 bytes         1 86 bytes        1 86 bytes    172.896639000         0.0000
10.11.11.11:62077          <-> 208.78.70.136:53                 0 0 bytes         1 89 bytes        1 89 bytes    172.896777000         0.0000
10.11.11.11:62336          <-> 208.78.70.23:53                  0 0 bytes         1 87 bytes        1 87 bytes    175.998450000         0.0000
10.11.11.11:62336          <-> 208.78.71.23:53                  0 0 bytes         1 87 bytes        1 87 bytes    179.994609000         0.0000
10.11.11.11:62861          <-> 193.221.113.53:53                0 0 bytes         1 83 bytes        1 83 bytes    182.023740000         0.0000
10.11.11.11:62287          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes    183.036673000         0.0000
10.11.11.11:63265          <-> 95.100.168.194:53                0 0 bytes         1 93 bytes        1 93 bytes    183.036809000         0.0000
10.11.11.11:61089          <-> 204.13.250.136:53                0 0 bytes         1 78 bytes        1 78 bytes    183.036930000         0.0000
10.11.11.11:63248          <-> 208.76.45.53:53                  0 0 bytes         1 89 bytes        1 89 bytes    184.050361000         0.0000
10.11.11.11:62241          <-> 193.221.113.53:53                0 0 bytes         1 83 bytes        1 83 bytes    190.134068000         0.0000
10.11.11.11:61576          <-> 65.55.117.41:53                  0 0 bytes         1 100 bytes       1 100 bytes   190.134311000         0.0000
10.11.11.11:61417          <-> 208.78.70.4:53                   0 0 bytes         1 70 bytes        1 70 bytes    191.148553000         0.0000
10.11.11.11:61576          <-> 204.79.195.41:53                 0 0 bytes         1 100 bytes       1 100 bytes   194.190634000         0.0000
10.11.11.11:61278          <-> 204.79.195.41:53                 0 0 bytes         1 100 bytes       1 100 bytes   194.190767000         0.0000
10.11.11.11:61392          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes    195.205567000         0.0000
10.11.11.11:63237          <-> 95.215.19.5:53                   0 0 bytes         1 86 bytes        1 86 bytes    197.232218000         0.0000
10.11.11.11:61278          <-> 65.55.117.41:53                  0 0 bytes         1 100 bytes       1 100 bytes   198.246471000         0.0000
10.11.11.11:63158          <-> 204.79.195.41:53                 0 0 bytes         1 100 bytes       1 100 bytes   198.246568000         0.0000
10.11.11.11:63158          <-> 65.55.117.41:53                  0 0 bytes         1 100 bytes       1 100 bytes   202.302349000         0.0000
10.11.11.11:61403          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes    203.315898000         0.0000
10.11.11.11:62823          <-> 65.55.117.41:53                  0 0 bytes         1 100 bytes       1 100 bytes   204.330686000         0.0000
10.11.11.11:62521          <-> 204.13.251.4:53                  0 0 bytes         1 81 bytes        1 81 bytes    205.344205000         0.0000
10.11.11.11:62542          <-> 208.84.2.53:53                   0 0 bytes         1 76 bytes        1 76 bytes    206.358133000         0.0000
10.11.11.145:33656         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    206.628918000         0.0000
10.11.11.11:62823          <-> 204.79.195.41:53                 0 0 bytes         1 100 bytes       1 100 bytes   208.385850000         0.0000
10.11.11.11:62521          <-> 208.78.70.4:53                   0 0 bytes         1 81 bytes        1 81 bytes    209.399753000         0.0000
10.11.11.94:43625          <-> 10.11.11.11:53                   0 0 bytes         1 76 bytes        1 76 bytes    213.995545000         0.0000
10.11.11.94:40242          <-> 10.11.11.11:53                   0 0 bytes         1 76 bytes        1 76 bytes    214.990981000         0.0000
10.11.11.11:62340          <-> 208.78.70.29:53                  0 0 bytes         1 90 bytes        1 90 bytes    215.542851000         0.0000
10.11.11.94:34324          <-> 10.11.11.11:53                   0 0 bytes         1 76 bytes        1 76 bytes    215.992810000         0.0000
10.11.11.11:62757          <-> 193.221.113.53:53                0 0 bytes         1 82 bytes        1 82 bytes    216.497671000         0.0000
10.11.11.11:60939          <-> 208.78.70.14:53                  0 0 bytes         1 82 bytes        1 82 bytes    219.540414000         0.0000
10.11.11.11:62544          <-> 204.13.251.19:53                 0 0 bytes         1 72 bytes        1 72 bytes    219.541062000         0.0000
10.11.11.11:63258          <-> 208.84.2.53:53                   0 0 bytes         1 76 bytes        1 76 bytes    220.553704000         0.0000
10.11.11.11:62544          <-> 208.78.70.19:53                  0 0 bytes         1 72 bytes        1 72 bytes    223.595946000         0.0000
10.11.11.11:61252          <-> 192.229.254.6:53                 0 0 bytes         1 78 bytes        1 78 bytes    223.597016000         0.0000
10.11.11.11:63329          <-> 208.78.71.136:53                 0 0 bytes         1 89 bytes        1 89 bytes    227.651555000         0.0000
10.11.11.11:62303          <-> 208.78.70.14:53                  0 0 bytes         1 93 bytes        1 93 bytes    227.652923000         0.0000
10.11.11.11:62492          <-> 208.84.0.53:53                   0 0 bytes         1 82 bytes        1 82 bytes    228.665475000         0.0000
10.11.11.11:61085          <-> 204.13.251.29:53                 0 0 bytes         1 90 bytes        1 90 bytes    230.693351000         0.0000
10.11.11.11:61641          <-> 208.78.70.136:53                 0 0 bytes         1 78 bytes        1 78 bytes    231.708300000         0.0000
10.11.11.11:62310          <-> 208.78.70.19:53                  0 0 bytes         1 83 bytes        1 83 bytes    233.735264000         0.0000
10.11.11.11:62605          <-> 208.78.70.16:53                  0 0 bytes         1 84 bytes        1 84 bytes    233.735411000         0.0000
10.11.11.11:63091          <-> 193.221.113.53:53                0 0 bytes         1 76 bytes        1 76 bytes    233.735523000         0.0000
10.11.11.11:61085          <-> 208.78.70.29:53                  0 0 bytes         1 79 bytes        1 79 bytes    234.749875000         0.0000
10.11.11.11:61369          <-> 208.78.71.136:53                 0 0 bytes         1 78 bytes        1 78 bytes    235.763277000         0.0000
10.11.11.11:62101          <-> 204.13.251.14:53                 0 0 bytes         1 93 bytes        1 93 bytes    235.764222000         0.0000
10.11.11.11:62310          <-> 204.13.251.19:53                 0 0 bytes         1 83 bytes        1 83 bytes    237.791250000         0.0000
10.11.11.11:62101          <-> 208.78.70.14:53                  0 0 bytes         1 82 bytes        1 82 bytes    239.819449000         0.0000
10.11.11.11:61138          <-> 208.78.70.14:53                  0 0 bytes         1 95 bytes        1 95 bytes    239.819698000         0.0000
10.11.11.11:62234          <-> 204.13.251.136:53                0 0 bytes         1 89 bytes        1 89 bytes    241.847233000         0.0000
10.11.11.11:61656          <-> 208.78.70.16:53                  0 0 bytes         1 73 bytes        1 73 bytes    241.847388000         0.0000
10.11.11.11:61138          <-> 204.13.251.14:53                 0 0 bytes         1 84 bytes        1 84 bytes    243.875370000         0.0000
10.11.11.121:43429         <-> 8.8.8.8:53                       0 0 bytes         1 76 bytes        1 76 bytes    245.072936000         0.0000
10.11.11.121:63358         <-> 8.8.8.8:53                       0 0 bytes         1 83 bytes        1 83 bytes    245.079196000         0.0000
10.11.11.121:56115         <-> 8.8.8.8:53                       0 0 bytes         1 74 bytes        1 74 bytes    245.093313000         0.0000
10.11.11.121:13884         <-> 68.28.31.30:53                   0 0 bytes         1 74 bytes        1 74 bytes    245.123490000         0.0000
10.11.11.121:60434         <-> 8.8.8.8:53                       0 0 bytes         1 74 bytes        1 74 bytes    245.131882000         0.0000
10.11.11.11:62968          <-> 204.13.251.136:53                0 0 bytes         1 78 bytes        1 78 bytes    249.959030000         0.0000
10.11.11.11:62100          <-> 193.221.113.53:53                0 0 bytes         1 82 bytes        1 82 bytes    250.973032000         0.0000
10.11.11.11:61742          <-> 204.13.251.14:53                 0 0 bytes         1 95 bytes        1 95 bytes    251.986965000         0.0000
10.11.11.121:21182         <-> 8.8.8.8:53                       0 0 bytes         1 70 bytes        1 70 bytes    253.621883000         0.0000
10.11.11.121:30819         <-> 8.8.8.8:53                       0 0 bytes         1 70 bytes        1 70 bytes    254.652219000         0.0000
10.11.11.11:61742          <-> 208.78.70.14:53                  0 0 bytes         1 84 bytes        1 84 bytes    255.030002000         0.0000
10.11.11.121:63299         <-> 8.8.8.8:53                       0 0 bytes         1 70 bytes        1 70 bytes    256.705578000         0.0000
10.11.11.11:61715          <-> 193.221.113.53:53                0 0 bytes         1 76 bytes        1 76 bytes    264.154637000         0.0000
10.11.11.11:61678          <-> 208.84.0.53:53                   0 0 bytes         1 76 bytes        1 76 bytes    268.210623000         0.0000
10.11.11.11:61916          <-> 208.76.45.53:53                  0 0 bytes         1 89 bytes        1 89 bytes    295.588093000         0.0000
10.11.11.145:36836         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    295.676436000         0.0000
10.11.11.11:61731          <-> 193.221.113.53:53                0 0 bytes         1 76 bytes        1 76 bytes    326.007543000         0.0000
10.11.11.145:35581         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    357.111033000         0.0000
10.11.11.11:61453          <-> 185.193.124.2:53                 0 0 bytes         1 84 bytes        1 84 bytes    370.609223000         0.0000
10.11.11.11:62114          <-> 185.193.124.2:53                 0 0 bytes         1 85 bytes        1 85 bytes    408.113392000         0.0000
10.11.11.145:34120         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    416.147165000         0.0000
10.11.11.11:62025          <-> 194.169.218.27:53                0 0 bytes         1 86 bytes        1 86 bytes    416.225325000         0.0000
10.11.11.145:35294         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    475.184373000         0.0000
10.11.11.11:61752          <-> 185.193.124.2:53                 0 0 bytes         1 84 bytes        1 84 bytes    483.147985000         0.0000
10.11.11.11:61571          <-> 208.84.2.53:53                   0 0 bytes         1 83 bytes        1 83 bytes    489.231874000         0.0000
10.11.11.145:35294         <-> 8.8.8.8:53                       0 0 bytes         1 72 bytes        1 72 bytes    504.710731000         0.0000
10.11.11.11:61049          <-> 208.84.0.53:53                   0 0 bytes         1 83 bytes        1 83 bytes    514.581340000         0.0000
10.11.11.11:62496          <-> 95.215.19.5:53                   0 0 bytes         1 83 bytes        1 83 bytes    516.609301000         0.0000
10.11.11.11:63137          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes    521.679326000         0.0000
10.11.11.11:62251          <-> 208.84.0.53:53                   0 0 bytes         1 76 bytes        1 76 bytes    525.735220000         0.0000
10.11.11.145:36345         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    534.225054000         0.0000
10.11.11.11:62416          <-> 208.76.45.53:53                  0 0 bytes         1 87 bytes        1 87 bytes    545.000731000         0.0000
10.11.11.11:62385          <-> 204.79.195.41:53                 0 0 bytes         1 111 bytes       1 111 bytes   555.140576000         0.0000
10.11.11.11:62385          <-> 65.55.117.41:53                  0 0 bytes         1 111 bytes       1 111 bytes   559.196574000         0.0000
10.11.11.11:62103          <-> 95.215.19.5:53                   0 0 bytes         1 84 bytes        1 84 bytes    578.462100000         0.0000
10.11.11.145:34775         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    593.263714000         0.0000
10.11.11.11:62395          <-> 95.215.19.5:53                   0 0 bytes         1 74 bytes        1 74 bytes    611.923461000         0.0000
10.11.11.11:60927          <-> 185.193.124.2:53                 0 0 bytes         1 84 bytes        1 84 bytes    645.384800000         0.0000
10.11.11.145:36602         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    652.299426000         0.0000
10.11.11.11:62668          <-> 185.193.124.2:53                 0 0 bytes         1 84 bytes        1 84 bytes    686.958016000         0.0000
10.11.11.145:33159         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    711.340733000         0.0000
10.11.11.11:60991          <-> 185.193.124.2:53                 0 0 bytes         1 83 bytes        1 83 bytes    720.419369000         0.0000
10.11.11.11:60946          <-> 95.215.19.5:53                   0 0 bytes         1 72 bytes        1 72 bytes    753.880728000         0.0000
10.11.11.11:61732          <-> 185.193.124.2:53                 0 0 bytes         1 84 bytes        1 84 bytes    787.342131000         0.0000
10.11.11.11:62867          <-> 95.215.19.5:53                   0 0 bytes         1 74 bytes        1 74 bytes    820.803475000         0.0000
10.11.11.145:33242         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    829.438076000         0.0000
10.11.11.11:62027          <-> 185.193.124.2:53                 0 0 bytes         1 84 bytes        1 84 bytes    854.264806000         0.0000
10.11.11.145:34445         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    888.449345000         0.0000
10.11.11.11:63381          <-> 185.193.124.2:53                 0 0 bytes         1 84 bytes        1 84 bytes    895.837981000         0.0000
10.11.11.11:62571          <-> 95.215.19.5:53                   0 0 bytes         1 72 bytes        1 72 bytes    929.299364000         0.0000
10.11.11.145:33826         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes    947.488589000         0.0000
10.11.11.11:61771          <-> 95.215.19.5:53                   0 0 bytes         1 72 bytes        1 72 bytes    962.760753000         0.0000
10.11.11.145:34971         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes   1006.524807000         0.0000
================================================================================
